contentid,contenttypeid,title,addr1,addr2,zipcode,tel,mapx,mapy,mlevel,firstimage,firstimage2,cpyrhtDivCd,createdtime,modifiedtime,areacode,sigungucode,lDongRegnCd,lDongSignguCd,cat1,cat2,cat3,lclsSystm1,lclsSystm2,lclsSystm3
1952520,28,차귀도요트,제주특별자치도 제주시 한경면 한경해안로 156,,63009,,126.1660310357,33.3239750414,6,https://tong.visitkorea.or.kr/cms/resource/91/4073091_image2_1.jpg,https://tong.visitkorea.or.kr/cms/resource/91/4073091_image3_1.jpg,Type1,20140927002215,20260610111643,,,50,110,,,,LS,LS02,LS020300
1957971,12,제주도 관광특구,제주특별자치도,,63208,,126.4961418675,33.3911585950,6,http://tong.visitkorea.or.kr/cms/resource/21/3556321_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/21/3556321_image3_1.jpg,Type1,20141021181656,20251026114624,39,,50,110,A02,A0202,A02020200,VE,VE05,VE050100
1960087,12,귤림서원,제주특별자치도 제주시 이도일동,1438,63194,,126.5276032002,33.5060574951,6,http://tong.visitkorea.or.kr/cms/resource/52/3477852_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/52/3477852_image3_1.jpg,Type3,20141025000355,20250416104532,39,4,50,110,A02,A0201,A02010700,HS,HS01,HS010900
1964460,39,바당국수,제주특별자치도 서귀포시 중앙로48번길 43,,63590,,126.565659448919,33.2503565911511,6,,,,20141111192308,20260205091719,,,50,130,,,,FD,FD01,FD010100
1964507,39,놀맨,제주특별자치도 제주시 애월읍 애월로1길 24,,63043,,126.3102064238,33.4625033154,6,http://tong.visitkorea.or.kr/cms/resource/22/3466522_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/22/3466522_image3_1.jpg,Type3,20141111202815,20250909173100,39,4,50,110,A05,A0502,A05020100,FD,FD01,FD010100
1965800,12,높은오름,제주특별자치도 제주시 구좌읍 송당리,,63355,,126.7928118419,33.4573282459,6,http://tong.visitkorea.or.kr/cms/resource/04/3527004_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/04/3527004_image3_1.jpg,Type3,20141119011124,20250826153915,39,4,50,110,A01,A0101,A01010400,NA,NA01,NA010100
1966821,39,모드락572,제주특별자치도 서귀포시 표선면 가시로 572,,63623,,126.7737630658,33.3544670791,6,,,,20141120233155,20251023143000,39,3,50,130,A05,A0502,A05020900,FD,FD05,FD050100
1973369,12,윗세오름,제주특별자치도 제주시 애월읍 광령리,,63062,,126.5199599283,33.3608206597,6,http://tong.visitkorea.or.kr/cms/resource/14/3527014_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/14/3527014_image3_1.jpg,Type3,20141212014749,20250826155815,39,4,50,110,A01,A0101,A01010400,NA,NA01,NA010100
1979715,32,호텔레오,제주특별자치도 제주시 삼무로 14 (연동),,63129,,126.48824294335,33.4897327673577,6,https://tong.visitkorea.or.kr/cms/resource/55/4067855_image2_1.jpg,https://tong.visitkorea.or.kr/cms/resource/55/4067855_image3_1.jpg,Type3,20141226200508,20260526163819,,,50,110,,,,AC,AC01,AC010100
1981890,32,베니키아 호텔 제주,제주특별자치도 제주시 애월읍 애월해안로 554-6,,63047,,126.3622292992,33.4776268602,6,https://tong.visitkorea.or.kr/cms/resource/83/4075383_image2_1.jpg,https://tong.visitkorea.or.kr/cms/resource/83/4075383_image3_1.jpg,Type1,20150105201002,20260615174941,,,50,110,,,,AC,AC01,AC010100
1984133,39,바다는안보여요,제주특별자치도 제주시 구좌읍 종달로5길 31-1,,63364,,126.89943372691202,33.49337385481413,6,https://tong.visitkorea.or.kr/cms/resource/67/3504867_image2_1.jpg,https://tong.visitkorea.or.kr/cms/resource/67/3504867_image3_1.jpg,Type3,20150114192913,20260309170529,,,50,110,,,,FD,FD05,FD050100
1984236,39,백기해녀의집,제주특별자치도 서귀포시 성산읍 일출로 88-19,,63641,,126.9223591149,33.4499867050,6,http://tong.visitkorea.or.kr/cms/resource/06/3466506_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/06/3466506_image3_1.jpg,Type3,20150115182445,20250610165726,39,3,50,130,A05,A0502,A05020100,FD,FD01,FD010100
1984251,39,삼복가든,제주특별자치도 제주시 조천읍 비자림로 653,,63346,,126.676522693967,33.4367033800553,6,https://tong.visitkorea.or.kr/cms/resource/09/1937909_image2_1.jpg,https://tong.visitkorea.or.kr/cms/resource/09/1937909_image3_1.jpg,Type3,20150115193031,20260226170807,,,50,110,,,,FD,FD01,FD010100
1984252,39,새둥지,제주특별자치도 제주시 동광로4길 11,,63208,,126.531723578656,33.5006436082752,6,https://tong.visitkorea.or.kr/cms/resource/17/1937917_image2_1.jpg,https://tong.visitkorea.or.kr/cms/resource/17/1937917_image3_1.jpg,Type3,20150115194755,20260226171229,,,50,110,,,,FD,FD01,FD010100
1984253,39,성미가든,제주특별자치도 제주시 조천읍 교래1길 2,,63346,,126.676867087123,33.4375449543765,6,https://tong.visitkorea.or.kr/cms/resource/18/1937918_image2_1.jpg,https://tong.visitkorea.or.kr/cms/resource/18/1937918_image3_1.jpg,Type3,20150115195342,20260209141109,,,50,110,,,,FD,FD01,FD010100
1984276,39,오늘은 회,제주특별자치도 서귀포시 예래로 468,,63538,,126.368411424677,33.2353163155223,6,https://tong.visitkorea.or.kr/cms/resource/39/1937939_image2_1.jpg,https://tong.visitkorea.or.kr/cms/resource/39/1937939_image3_1.jpg,Type3,20150115234726,20260224100624,,,50,130,,,,FD,FD01,FD010100
1984286,39,용두암해촌,제주특별자치도 제주시 서해안로 614,,63150,,126.50274812487,33.5169329126285,6,https://tong.visitkorea.or.kr/cms/resource/49/1937949_image2_1.jpg,https://tong.visitkorea.or.kr/cms/resource/49/1937949_image3_1.jpg,Type3,20150116002515,20260226171447,,,50,110,,,,FD,FD01,FD010100
1984486,39,오름가든,제주특별자치도 제주시 조천읍 비자림로 657,,63346,,126.67666711901,33.436964463124,6,https://tong.visitkorea.or.kr/cms/resource/42/1937942_image2_1.jpg,https://tong.visitkorea.or.kr/cms/resource/42/1937942_image3_1.jpg,Type3,20150116185229,20260226171809,,,50,110,,,,FD,FD01,FD010100
1986683,39,청운식당,제주특별자치도 서귀포시 성산읍 일출로 285,,63643,,126.934875885195,33.4630572852514,6,,,,20150129012801,20260226172501,,,50,130,,,,FD,FD01,FD010100
1993734,12,녹산로 유채꽃도로,제주특별자치도 서귀포시 표선면 가시로565번길 20,,63623,,126.7716354990,33.3532755098,6,http://tong.visitkorea.or.kr/cms/resource/69/3588469_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/69/3588469_image3_1.jpg,Type1,20150401014315,20251224111410,39,3,50,130,A02,A0203,A02030100,EX,EX03,EX030100
2007416,32,루체빌리조트,제주특별자치도 서귀포시 안덕면 산록남로 786,,63525,,126.385169081851,33.3198734200885,6,https://tong.visitkorea.or.kr/cms/resource/90/2007390_image2_1.jpg,https://tong.visitkorea.or.kr/cms/resource/90/2007390_image3_1.jpg,Type3,20150603184905,20260305095851,,,50,130,,,,VE,VE05,VE050200
2019719,32,제주알(R)호텔,제주특별자치도 제주시 서광로14길 5,,63185,,126.5179180807,33.4994636267,6,http://tong.visitkorea.or.kr/cms/resource/38/3457838_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/38/3457838_image3_1.jpg,Type3,20150721031259,20251023143000,39,4,50,110,B02,B0201,B02010900,AC,AC04,AC040100
2021434,32,산들애풀하우스,제주특별자치도 서귀포시 성산읍 서성일로 689-8,,63631,,126.857189417486,33.4297904422993,6,https://tong.visitkorea.or.kr/cms/resource/03/2021403_image2_1.jpg,https://tong.visitkorea.or.kr/cms/resource/03/2021403_image3_1.jpg,Type3,20150728193241,20260213141001,,,50,130,,,,AC,AC03,AC030100
2023328,12,하도어촌체험마을,제주특별자치도 제주시 구좌읍 해맞이해안로,1897-27,63363,,126.9040729746,33.5199453433,6,http://tong.visitkorea.or.kr/cms/resource/91/3412991_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/91/3412991_image3_1.jpg,Type3,20150811184610,20251226095900,39,4,50,110,A02,A0203,A02030100,EX,EX03,EX030400
2023350,12,제주 동백마을,제주특별자치도 서귀포시 남원읍 한신로531번길 22-1,,63616,,126.7451829828,33.3203953813,6,http://tong.visitkorea.or.kr/cms/resource/45/3543045_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/45/3543045_image3_1.jpg,Type3,20150811204012,20250923172730,39,3,50,130,A02,A0203,A02030100,EX,EX03,EX030100
2027184,12,금룡사(제주),제주특별자치도 제주시 구좌읍 김녕로 148-11,,63357,,126.7536019143,33.5539724801,6,http://tong.visitkorea.or.kr/cms/resource/35/3408135_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/35/3408135_image3_1.jpg,Type3,20150903232315,20250731094045,39,4,50,110,A02,A0201,A02010800,HS,HS03,HS030100
2027203,12,백제사,제주특별자치도 제주시 애월읍 광령남6길 54,(애월읍),63062,,126.4243079199,33.4488149673,6,http://tong.visitkorea.or.kr/cms/resource/31/3477831_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/31/3477831_image3_1.jpg,Type3,20150904001113,20250422093033,39,4,50,110,A02,A0201,A02010800,HS,HS03,HS030100
2031663,14,김만덕기념관,제주특별자치도 제주시 산지로 7,,63278,,126.5304138429,33.5159064490,6,http://tong.visitkorea.or.kr/cms/resource/30/3396630_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/30/3396630_image3_1.jpg,Type3,20151001235033,20250324162526,39,4,50,110,A02,A0206,A02060200,VE,VE07,VE070200
2035397,39,오름나그네,제주특별자치도 제주시 조천읍 선교로 525,,63341,,126.712063323898,33.4590652411562,6,,,,20151023013020,20260305095851,,,50,110,,,,FD,FD01,FD010100
2038553,32,베니키아 중문호텔,제주특별자치도 서귀포시 천제연로 166,,63546,,126.4223838202,33.2518791349,6,https://tong.visitkorea.or.kr/cms/resource/85/4074085_image2_1.jpg,https://tong.visitkorea.or.kr/cms/resource/85/4074085_image3_1.jpg,Type1,20151106185823,20260612091644,,,50,130,,,,AC,AC01,AC010100
2045014,12,유수암마을,제주특별자치도 제주시 애월읍 유수암평화길 14,(애월읍),63067,,126.4030877096,33.4413793435,6,http://tong.visitkorea.or.kr/cms/resource/25/3477725_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/25/3477725_image3_1.jpg,Type3,20151203013826,20250403103623,39,4,50,110,A02,A0203,A02030100,EX,EX03,EX030100
2046954,32,롯데시티호텔 제주,제주특별자치도 제주시 도령로 83,,63127,,126.4865391224,33.4906246069,6,https://tong.visitkorea.or.kr/cms/resource/18/3577918_image2_1.jpg,https://tong.visitkorea.or.kr/cms/resource/18/3577918_image3_1.jpg,Type3,20151208182525,20260611104221,,,50,110,,,,AC,AC01,AC010100
2048059,12,아쿠아플라넷 제주,제주특별자치도 서귀포시 성산읍 섭지코지로 95,,63642,,126.9278590339,33.4328331325,6,http://tong.visitkorea.or.kr/cms/resource/80/2986980_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/80/2986980_image3_1.jpg,Type3,20151210043233,20250509131049,39,3,50,130,A02,A0202,A02020600,VE,VE02,VE020400
2358196,32,동박생이,제주특별자치도 제주시 구좌읍 월정1길 89,,63358,,126.79277297432,33.5584438708315,6,https://tong.visitkorea.or.kr/cms/resource/88/2358188_image2_1.JPG,https://tong.visitkorea.or.kr/cms/resource/88/2358188_image3_1.JPG,Type3,20160104191726,20260213141244,,,50,110,,,,AC,AC03,AC030100
2359165,39,검은여닭도가니,제주특별자치도 서귀포시 토평동,,63580,,126.5821,33.2439,6,https://tong.visitkorea.or.kr/cms/resource/96/2046596_image2_1.jpg,https://tong.visitkorea.or.kr/cms/resource/96/2046596_image3_1.jpg,Type3,20160106201006,20260211081009,,,50,130,,,,FD,FD01,FD010100
2359168,39,안거리 밖거리,제주특별자치도 서귀포시 솔동산로 6-1,,63596,,126.5640615038,33.2442786707,6,,,,20160106202212,20251202135448,39,3,50,130,A05,A0502,A05020100,FD,FD01,FD010100
2359240,39,88돼지,제주특별자치도 제주시 제원길 7,,63129,,126.489606,33.489329,6,https://tong.visitkorea.or.kr/cms/resource/79/2046579_image2_1.jpg,https://tong.visitkorea.or.kr/cms/resource/79/2046579_image3_1.jpg,Type3,20160106233222,20260226174730,,,50,110,,,,FD,FD01,FD010100
2363045,39,와랑와랑,제주특별자치도 서귀포시 남원읍 위미중앙로300번길 28,,63610,,126.676529228064,33.2722336039511,6,,,,20160118233243,20260224121340,,,50,130,,,,FD,FD05,FD050100
2370834,28,산방산‧용머리해안 지질트레일,제주특별자치도 서귀포시 안덕면 사계북로41번길 192,,63528,,126.2985816429,33.2490739567,6,http://tong.visitkorea.or.kr/cms/resource/37/2369537_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/37/2369537_image2_1.jpg,Type3,20160226182146,20251127163008,39,3,50,130,A03,A0302,A03022700,LS,LS01,LS011900
2371631,15,제30회 제주국제관광마라톤축제,제주특별자치도 제주시 김녕로 209,,63357,064-741-8739,126.760117733532,33.5559658509894,6,https://tong.visitkorea.or.kr/cms/resource/41/4041141_image2_1.jpg,https://tong.visitkorea.or.kr/cms/resource/41/4041141_image3_1.jpg,Type3,20160303225542,20260319094959,,,50,110,,,,EV,EV03,EV030400
2374023,32,샘모루펜션,제주특별자치도 서귀포시 염돈로28번길 11 (강정동),,63558,,126.4948845163,33.2531418843,6,https://tong.visitkorea.or.kr/cms/resource/29/4072329_image2_1.jpg,https://tong.visitkorea.or.kr/cms/resource/29/4072329_image3_1.jpg,Type3,20160322181227,20260610083438,,,50,130,,,,AC,AC03,AC030100
2374199,39,나운터횟집,제주특별자치도 서귀포시 칠십리로 42,,63596,,126.561393391195,33.2409187298908,6,https://tong.visitkorea.or.kr/cms/resource/86/2374186_image2_1.jpg,https://tong.visitkorea.or.kr/cms/resource/86/2374186_image3_1.jpg,Type3,20160323015548,20260209141919,,,50,130,,,,FD,FD01,FD010100
2382246,32,제이뷰호텔,제주특별자치도 서귀포시 중산간서로 935,,63534,,126.416506299047,33.2647497686725,6,https://tong.visitkorea.or.kr/cms/resource/00/2382200_image2_1.jpg,https://tong.visitkorea.or.kr/cms/resource/00/2382200_image3_1.jpg,Type3,20160503190036,20260206155643,,,50,130,,,,AC,AC04,AC040100
2384971,39,지오아라,제주특별자치도 서귀포시 안덕면 사계로114번길 54-86,,63528,,126.3078283451,33.2363505061,6,,,,20160524222617,20250923165956,39,3,50,130,A05,A0502,A05020900,FD,FD05,FD050100
2384996,39,젠하이드어웨이,제주특별자치도 서귀포시 안덕면 사계남로 186-8,,63528,,126.30858378365,33.2292077474358,6,,,,20160524232039,20260226181654,,,50,130,,,,FD,FD05,FD050100
2385005,39,카페코지,제주특별자치도 서귀포시 성산읍 한도로 200,2층,63643,,126.929276284755,33.4682121500707,6,,,,20160524234916,20260227111713,,,50,130,,,,FD,FD05,FD050100
2390111,12,동광리농촌체험마을,제주특별자치도 서귀포시 안덕면 동광로 126,,63523,,126.3399267501,33.3076403586,6,http://tong.visitkorea.or.kr/cms/resource/15/3024315_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/15/3024315_image3_1.jpg,Type3,20160627223546,20250910132733,39,3,50,130,A02,A0203,A02030100,EX,EX03,EX030100
2405466,32,카이로스,제주특별자치도 제주시 애월읍 장유길 49-43,,63055,,126.400311977936,33.4491308411055,6,https://tong.visitkorea.or.kr/cms/resource/47/2405447_image2_1.jpg,https://tong.visitkorea.or.kr/cms/resource/47/2405447_image3_1.jpg,Type3,20160826020518,20260211081009,,,50,110,,,,AC,AC03,AC030100
2405964,32,팜밸리 풀빌라,제주특별자치도 서귀포시 중산간서로 193,,63558,,126.490755088572,33.2591432659799,6,,,,20160830003849,20260226182030,,,50,130,,,,VE,VE05,VE050200
2406368,32,더럭펜션,제주특별자치도 제주시 애월읍 상가북2길 14-3,,63036,,126.341459092384,33.4504547511148,6,,,,20160830193345,20260211094344,,,50,110,,,,AC,AC03,AC030100
2406460,14,제주 추사관,제주특별자치도 서귀포시 대정읍 추사로 44,,63517,,126.2785639201,33.2498068953,6,http://tong.visitkorea.or.kr/cms/resource/71/3548271_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/71/3548271_image3_1.jpg,Type1,20160830225526,20251023143000,39,3,50,130,A02,A0206,A02060300,VE,VE07,VE070300
2411625,32,호텔리젠트마린 제주,제주특별자치도 제주시 서부두2길 20,,63276,,126.526673662979,33.517508229284,6,https://tong.visitkorea.or.kr/cms/resource/75/4065675_image2_1.jpg,https://tong.visitkorea.or.kr/cms/resource/75/4065675_image3_1.jpg,Type3,20160907222404,20260519144309,,,50,110,,,,AC,AC01,AC010100
2414812,12,신산공원,제주특별자치도 제주시 신산로 92-12,,63270,,126.5337915690,33.5052799020,6,http://tong.visitkorea.or.kr/cms/resource/34/3554934_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/34/3554934_image3_1.jpg,Type1,20160909235812,20251103175728,39,4,50,110,A02,A0202,A02020700,VE,VE03,VE030100
2414827,28,사려니숲길,제주특별자치도 서귀포시 표선면 가시리,붉은오름 입구,63623,,126.6792747000,33.3989394000,6,https://tong.visitkorea.or.kr/cms/resource/18/4072718_image2_1.jpg,https://tong.visitkorea.or.kr/cms/resource/18/4072718_image3_1.jpg,Type1,20160910000254,20260610083438,,,50,130,,,,LS,LS01,LS011900
2418778,12,다이나믹 메이즈 제주,제주특별자치도 서귀포시 표선면 번영로 2644,,63624,,126.7847499840,33.3990984383,6,http://tong.visitkorea.or.kr/cms/resource/06/3390006_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/06/3390006_image3_1.jpg,Type3,20160920200212,20250312161553,39,3,50,130,A02,A0202,A02020600,VE,VE02,VE020100
2433925,12,물영아리오름,제주특별자치도 서귀포시 남원읍 태수로 552,,63615,,126.7169963890,33.3268525509,6,http://tong.visitkorea.or.kr/cms/resource/64/3552664_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/64/3552664_image3_1.jpg,Type1,20161012001456,20251023143000,39,3,50,130,A01,A0101,A01010400,NA,NA01,NA010100
2434545,15,새연교 주말 문화공연 '금토금토 새연쇼',제주특별자치도 서귀포시 남성중로 40 (서홍동),,63594,064-760-2654,126.5584238742126,33.239201142544914,6,https://tong.visitkorea.or.kr/cms/resource/22/4051822_image2_1.png,https://tong.visitkorea.or.kr/cms/resource/22/4051822_image3_1.png,Type3,20161013182151,20260326092041,,,50,130,,,,EV,EV03,EV030400
2469467,12,맥파이 브루어리,제주특별자치도 제주시 동회천1길 23,,63329,,126.6172288105,33.5031897997,6,http://tong.visitkorea.or.kr/cms/resource/88/3396588_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/88/3396588_image3_1.jpg,Type3,20161224020256,20250324180113,39,4,50,110,A02,A0204,A02040600,EX,EX06,EX060800
2472824,12,넥슨컴퓨터박물관,제주특별자치도 제주시 1100로 3198-8,(노형동),63091,,126.4857714937,33.4721633588,6,http://tong.visitkorea.or.kr/cms/resource/73/2721573_image2_1.png,http://tong.visitkorea.or.kr/cms/resource/73/2721573_image2_1.png,Type3,20170106184650,20250410110502,39,4,50,110,A02,A0204,A02040900,EX,EX06,EX060200
2479639,12,제주불빛정원,제주특별자치도 제주시 애월읍 평화로 2346,,63066,,126.4089792859,33.4226259562,6,http://tong.visitkorea.or.kr/cms/resource/79/3555479_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/79/3555479_image3_1.jpg,Type1,20170208003906,20251024134053,39,4,50,110,A01,A0101,A01010700,NA,NA04,NA040700
2481642,39,사해방흑돼지,제주특별자치도 서귀포시 천제연로 263,,63540,,126.432727313043,33.2514987875865,6,,,,20170220194325,20260206164755,,,50,130,,,,FD,FD01,FD010100
